Date,District,Confirmed,Confirmed-total
09/08/2020,Chitipa,0,64
09/08/2020,Dedza,0,50
09/08/2020,Dowa,0,74
09/08/2020,Karonga,0,82
09/08/2020,Kasungu,0,49
09/08/2020,Likoma,0,4
09/08/2020,Lilongwe,1,1298
09/08/2020,Machinga,0,71
09/08/2020,Mangochi,0,146
09/08/2020,Mchinji,2,65
09/08/2020,Mulanje,1,41
09/08/2020,Mwanza,0,28
09/08/2020,Mwanza PoE,0,204
09/08/2020,Mzimba ,0,152
09/08/2020,Mzuzu,0,551
09/08/2020,Neno,0,59
09/08/2020,Nkhata Bay,0,191
09/08/2020,Nkhotakota,0,83
09/08/2020,Nsanje,0,36
09/08/2020,Ntcheu,0,44
09/08/2020,Ntchisi,0,4
09/08/2020,Phalombe,0,12
09/08/2020,Rumphi,0,35
09/08/2020,Salima,0,47
09/08/2020,Thyolo,0,67
09/08/2020,Zomba,0,150
09/09/2020,Balaka,0,49
09/09/2020,Blantyre,9,1895
09/09/2020,Chikwawa,0,44
09/09/2020,Chiradzulu,0,44
09/09/2020,Chitipa,0,64
09/09/2020,Dedza,0,50
09/09/2020,Dowa,2,76
09/09/2020,Karonga,0,82
09/09/2020,Kasungu,0,49
09/09/2020,Likoma,0,4
09/09/2020,Lilongwe,11,1309
09/09/2020,Machinga,0,71
09/09/2020,Mangochi,0,146
09/09/2020,Mchinji,0,65
09/09/2020,Mulanje,1,42
09/09/2020,Mwanza,0,28
09/09/2020,Mwanza PoE,0,204
09/09/2020,Mzimba North,0,551
09/09/2020,Mzimba South,0,152
09/09/2020,Neno,0,59
09/09/2020,Nkhata Bay,0,191
09/09/2020,Nkhotakota,0,83
09/09/2020,Nsanje,0,36
09/09/2020,Ntcheu,0,44
09/09/2020,Ntchisi,0,4
09/09/2020,Phalombe,0,12
09/09/2020,Rumphi,0,35
09/09/2020,Salima,0,47
09/09/2020,Thyolo,0,67
09/09/2020,Zomba,0,150
09/10/2020,Balaka,0,49
09/10/2020,Blantyre,2,1897
09/10/2020,Chikwawa,0,44
09/10/2020,Chiradzulu,0,44
09/10/2020,Chitipa,0,64
09/10/2020,Dedza,0,50
09/10/2020,Dowa,0,76
09/10/2020,Karonga,0,82
09/10/2020,Kasungu,0,49
09/10/2020,Likoma,0,4
09/10/2020,Lilongwe,0,1309
09/10/2020,Machinga,0,71
09/10/2020,Mangochi,0,146
09/10/2020,Mchinji,0,65
09/10/2020,Mulanje,0,42
09/10/2020,Mwanza,0,28
09/10/2020,Mwanza PoE,0,204
09/10/2020,Mzimba North,0,551
09/10/2020,Mzimba South,0,152
09/10/2020,Neno,0,59
09/10/2020,Nkhata Bay,0,192
09/10/2020,Nkhotakota,0,83
09/10/2020,Nsanje,0,36
09/10/2020,Ntcheu,0,44
09/10/2020,Ntchisi,0,4
09/10/2020,Phalombe,0,11
09/10/2020,Rumphi,0,35
09/10/2020,Salima,0,47
09/10/2020,Thyolo,0,66
09/10/2020,Zomba,0,151
09/11/2020,Balaka,0,49
09/11/2020,Blantyre,3,1900
09/11/2020,Chikwawa,2,46
09/11/2020,Chiradzulu,0,44
09/11/2020,Chitipa,0,64
09/11/2020,Dedza,0,50
09/11/2020,Dowa,1,77
09/11/2020,Karonga,0,82
09/11/2020,Kasungu,0,49
09/11/2020,Likoma,0,4
09/11/2020,Lilongwe,5,1314
09/11/2020,Machinga,0,71
09/11/2020,Mangochi,0,146
09/11/2020,Mchinji,0,65
09/11/2020,Mulanje,0,42
09/11/2020,Mwanza,0,28
09/11/2020,Mwanza PoE,0,204
09/11/2020,Mzimba ,0,152
09/11/2020,Mzuzu,0,551
09/11/2020,Neno,0,59
09/11/2020,Nkhata Bay,0,192
09/11/2020,Nkhotakota,0,83
09/11/2020,Nsanje,0,36
09/11/2020,Ntcheu,1,45
09/11/2020,Ntchisi,0,4
09/11/2020,Phalombe,0,11
09/11/2020,Rumphi,0,35
09/11/2020,Salima,0,47
09/11/2020,Thyolo,0,66
09/11/2020,Zomba,2,153
09/12/2020,Balaka,0,49
09/12/2020,Blantyre,4,1904
09/12/2020,Chikwawa,0,46
09/12/2020,Chiradzulu,0,44
09/12/2020,Chitipa,0,64
09/12/2020,Dedza,0,50
09/12/2020,Dowa,0,77
09/12/2020,Karonga,0,82
09/12/2020,Kasungu,0,49
09/12/2020,Likoma,0,4
09/12/2020,Lilongwe,1,1315
09/12/2020,Machinga,0,71
09/12/2020,Mangochi,0,146
09/12/2020,Mchinji,0,65
09/12/2020,Mulanje,1,43
09/12/2020,Mwanza,0,28
09/12/2020,Mwanza PoE,0,204
09/12/2020,Mzimba ,0,152
09/12/2020,Mzuzu,2,553
09/12/2020,Neno,0,59
09/12/2020,Nkhata Bay,0,192
09/12/2020,Nkhotakota,0,83
09/12/2020,Nsanje,0,36
09/12/2020,Ntcheu,0,45
09/12/2020,Ntchisi,0,4
09/12/2020,Phalombe,0,11
09/12/2020,Rumphi,1,36
09/12/2020,Salima,0,47
09/12/2020,Thyolo,0,66
09/12/2020,Zomba,0,153
09/13/2020,Balaka,0,49
09/13/2020,Blantyre,0,1904
09/13/2020,Chikwawa,0,46
09/13/2020,Chiradzulu,0,44
09/13/2020,Chitipa,0,64
09/13/2020,Dedza,0,50
09/13/2020,Dowa,0,77
09/13/2020,Karonga,0,82
09/13/2020,Kasungu,0,49
09/13/2020,Likoma,0,4
09/13/2020,Lilongwe,12,1327
09/13/2020,Machinga,0,71
09/13/2020,Mangochi,0,146
09/13/2020,Mchinji,0,65
09/13/2020,Mulanje,0,43
09/13/2020,Mwanza,0,28
09/13/2020,Mwanza PoE,0,204
09/13/2020,Mzimba North,0,553
09/13/2020,Mzimba South,0,152
09/13/2020,Neno,0,59
09/13/2020,Nkhata Bay,0,192
09/13/2020,Nkhotakota,0,83
09/13/2020,Nsanje,0,36
09/13/2020,Ntcheu,0,45
09/13/2020,Ntchisi,0,4
09/13/2020,Phalombe,0,11
09/13/2020,Rumphi,0,36
09/13/2020,Salima,0,47
09/13/2020,Thyolo,0,66
09/13/2020,Zomba,0,153
09/14/2020,Balaka,0,49
09/14/2020,Blantyre,5,1909
09/14/2020,Chikwawa,0,46
09/14/2020,Chiradzulu,0,44
09/14/2020,Chitipa,0,64
09/14/2020,Dedza,0,50
09/14/2020,Dowa,0,77
09/14/2020,Karonga,0,82
09/14/2020,Kasungu,0,49
09/14/2020,Likoma,0,4
09/14/2020,Lilongwe,0,1327
09/14/2020,Machinga,0,71
09/14/2020,Mangochi,0,146
09/14/2020,Mchinji,0,65
09/14/2020,Mulanje,0,43
09/14/2020,Mwanza,0,28
09/14/2020,Mwanza PoE,0,204
09/14/2020,Mzimba North,0,553
09/14/2020,Mzimba South,1,153
09/14/2020,Neno,0,59
09/14/2020,Nkhata Bay,0,192
09/14/2020,Nkhotakota,0,83
09/14/2020,Nsanje,1,37
09/14/2020,Ntcheu,0,45
09/14/2020,Ntchisi,0,4
09/14/2020,Phalombe,0,11
09/14/2020,Rumphi,0,36
09/14/2020,Salima,0,47
09/14/2020,Thyolo,0,66
09/14/2020,Zomba,0,153
09/15/2020,Balaka,0,49
09/15/2020,Blantyre,2,1911
09/15/2020,Chikwawa,0,46
09/15/2020,Chiradzulu,0,44
09/15/2020,Chitipa,0,64
09/15/2020,Dedza,0,50
09/15/2020,Dowa,0,77
09/15/2020,Karonga,0,82
09/15/2020,Kasungu,0,49
09/15/2020,Likoma,0,4
09/15/2020,Lilongwe,0,1327
09/15/2020,Machinga,1,72
09/15/2020,Mangochi,0,146
09/15/2020,Mchinji,0,65
09/15/2020,Mulanje,0,43
09/15/2020,Mwanza,0,28
09/15/2020,Mwanza PoE,0,204
09/15/2020,Mzimba North,0,553
09/15/2020,Mzimba South,0,153
09/15/2020,Neno,0,59
09/15/2020,Nkhata Bay,0,192
09/15/2020,Nkhotakota,1,84
09/15/2020,Nsanje,0,37
09/15/2020,Ntcheu,0,45
09/15/2020,Ntchisi,0,4
09/15/2020,Phalombe,0,11
09/15/2020,Rumphi,0,36
09/15/2020,Salima,0,47
09/15/2020,Thyolo,0,66
09/15/2020,Zomba,0,153
08/19/2020,Balaka,1,45
09/16/2020,Balaka,0,49
08/19/2020,Blantyre,19,1690
09/16/2020,Blantyre,1,1912
08/19/2020,Chikwawa,0,43
09/16/2020,Chikwawa,0,46
08/19/2020,Chiradzulu,0,35
09/16/2020,Chiradzulu,0,44
08/19/2020,Chitipa,0,52
09/16/2020,Chitipa,0,64
08/19/2020,Dedza,9,48
09/16/2020,Dedza,0,50
08/19/2020,Dowa,0,67
09/16/2020,Dowa,0,77
08/19/2020,Karonga,1,77
09/16/2020,Karonga,0,82
08/19/2020,Kasungu,0,46
09/16/2020,Kasungu,0,49
08/19/2020,Likoma,0,5
09/16/2020,Likoma,0,4
08/19/2020,Lilongwe,1,1140
09/16/2020,Lilongwe,2,1329
08/19/2020,Machinga,2,68
09/16/2020,Machinga,0,72
08/19/2020,Mangochi,2,142
09/16/2020,Mangochi,0,146
08/19/2020,Mchinji,1,56
09/16/2020,Mchinji,0,65
08/19/2020,Mulanje,0,40
09/16/2020,Mulanje,0,43
08/19/2020,Mwanza,0,28
09/16/2020,Mwanza,0,28
08/19/2020,Mwanza PoE,0,205
09/16/2020,Mwanza PoE,0,204
08/19/2020,Mzimba North,4,524
09/16/2020,Mzimba North,0,553
08/19/2020,Mzimba South,2,131
09/16/2020,Mzimba South,0,153
08/19/2020,Neno,0,58
09/16/2020,Neno,0,59
08/19/2020,Nkhata Bay,5,187
09/16/2020,Nkhata Bay,0,192
08/19/2020,Nkhotakota,5,62
09/16/2020,Nkhotakota,0,84
08/19/2020,Nsanje,0,34
09/16/2020,Nsanje,0,37
08/19/2020,Ntcheu,0,42
09/16/2020,Ntcheu,0,45
08/19/2020,Ntchisi,0,2
09/16/2020,Ntchisi,0,4
08/19/2020,Phalombe,0,11
09/16/2020,Phalombe,0,11
08/19/2020,Rumphi,0,32
09/16/2020,Rumphi,0,36
08/19/2020,Salima,1,47
09/16/2020,Salima,0,47
08/19/2020,Thyolo,0,58
09/16/2020,Thyolo,0,66
08/19/2020,Zomba,0,150
09/16/2020,Zomba,0,153
09/17/2020,Balaka,0,49
09/17/2020,Blantyre,3,1915
09/17/2020,Chikwawa,0,46
09/17/2020,Chiradzulu,0,44
09/17/2020,Chitipa,0,64
09/17/2020,Dedza,0,50
09/17/2020,Dowa,0,77
09/17/2020,Karonga,0,82
09/17/2020,Kasungu,0,49
09/17/2020,Likoma,0,4
09/17/2020,Lilongwe,4,1333
09/17/2020,Machinga,0,72
09/17/2020,Mangochi,0,146
09/17/2020,Mchinji,0,65
09/17/2020,Mulanje,0,43
09/17/2020,Mwanza,0,28
09/17/2020,Mwanza PoE,0,204
09/17/2020,Mzimba North,0,553
09/17/2020,Mzimba South,0,153
09/17/2020,Neno,0,59
09/17/2020,Nkhata Bay,0,192
09/17/2020,Nkhotakota,0,84
09/17/2020,Nsanje,0,37
09/17/2020,Ntcheu,0,45
09/17/2020,Ntchisi,0,4
09/17/2020,Phalombe,0,11
09/17/2020,Rumphi,0,36
09/17/2020,Salima,0,47
09/17/2020,Thyolo,0,66
09/17/2020,Zomba,0,153
09/18/2020,Balaka,0,49
09/18/2020,Blantyre,2,1917
09/18/2020,Chikwawa,0,46
09/18/2020,Chiradzulu,0,44
09/18/2020,Chitipa,0,64
09/18/2020,Dedza,0,50
09/18/2020,Dowa,3,80
09/18/2020,Karonga,0,82
09/18/2020,Kasungu,0,49
09/18/2020,Likoma,0,4
09/18/2020,Lilongwe,0,1333
09/18/2020,Machinga,0,72
09/18/2020,Mangochi,0,146
09/18/2020,Mchinji,0,65
09/18/2020,Mulanje,0,43
09/18/2020,Mwanza,0,28
09/18/2020,Mwanza PoE,0,204
09/18/2020,Mzimba ,0,153
09/18/2020,Mzuzu,0,553
09/18/2020,Neno,0,59
09/18/2020,Nkhata Bay,0,192
09/18/2020,Nkhotakota,0,84
09/18/2020,Nsanje,0,37
09/18/2020,Ntcheu,0,45
09/18/2020,Ntchisi,0,4
09/18/2020,Phalombe,0,11
09/18/2020,Rumphi,0,36
09/18/2020,Salima,0,47
09/18/2020,Thyolo,0,66
09/18/2020,Zomba,0,153
09/19/2020,Balaka,0,49
09/19/2020,Blantyre,2,1917
09/19/2020,Chikwawa,0,46
09/19/2020,Chiradzulu,0,44
09/19/2020,Chitipa,0,64
09/19/2020,Dedza,0,50
09/19/2020,Dowa,3,80
09/19/2020,Karonga,0,82
09/19/2020,Kasungu,0,49
09/19/2020,Likoma,0,4
09/19/2020,Lilongwe,0,1333
09/19/2020,Machinga,0,72
09/19/2020,Mangochi,0,146
09/19/2020,Mchinji,0,65
09/19/2020,Mulanje,0,43
09/19/2020,Mwanza,0,28
09/19/2020,Mwanza PoE,0,204
09/19/2020,Mzimba North,0,553
09/19/2020,Mzimba South,0,153
09/19/2020,Neno,0,59
09/19/2020,Nkhata Bay,0,192
09/19/2020,Nkhotakota,0,84
09/19/2020,Nsanje,0,37
09/19/2020,Ntcheu,0,45
09/19/2020,Ntchisi,0,4
09/19/2020,Phalombe,0,11
09/19/2020,Rumphi,0,36
09/19/2020,Salima,0,47
09/19/2020,Thyolo,0,66
09/19/2020,Zomba,0,153
09/20/2020,Balaka,0,49
09/20/2020,Blantyre,2,1921
09/20/2020,Chikwawa,0,46
09/20/2020,Chiradzulu,0,47
09/20/2020,Chitipa,0,64
09/20/2020,Dedza,0,50
09/20/2020,Dowa,0,80
09/20/2020,Karonga,0,82
09/20/2020,Kasungu,0,49
09/20/2020,Likoma,0,4
09/20/2020,Lilongwe,5,1338
09/20/2020,Machinga,1,73
09/20/2020,Mangochi,0,146
09/20/2020,Mchinji,0,65
09/20/2020,Mulanje,0,43
09/20/2020,Mwanza,0,28
09/20/2020,Mwanza PoE,0,204
09/20/2020,Mzimba ,0,153
09/20/2020,Mzuzu,0,553
09/20/2020,Neno,0,59
09/20/2020,Nkhata Bay,0,192
09/20/2020,Nkhotakota,0,84
09/20/2020,Nsanje,0,37
09/20/2020,Ntcheu,0,45
09/20/2020,Ntchisi,0,4
09/20/2020,Phalombe,0,11
09/20/2020,Rumphi,0,36
09/20/2020,Salima,0,47
09/20/2020,Thyolo,0,66
09/20/2020,Zomba,2,155
09/21/2020,Balaka,0,49
09/21/2020,Blantyre,2,1923
09/21/2020,Chikwawa,0,46
09/21/2020,Chiradzulu,0,47
09/21/2020,Chitipa,0,64
09/21/2020,Dedza,0,50
09/21/2020,Dowa,0,80
09/21/2020,Karonga,0,82
09/21/2020,Kasungu,0,49
09/21/2020,Likoma,0,4
09/21/2020,Lilongwe,0,1338
09/21/2020,Machinga,0,73
09/21/2020,Mangochi,0,146
09/21/2020,Mchinji,0,65
09/21/2020,Mulanje,0,43
09/21/2020,Mwanza,0,28
09/21/2020,Mwanza PoE,0,204
09/21/2020,Mzimba ,0,153
09/21/2020,Mzuzu,0,553
09/21/2020,Neno,0,59
09/21/2020,Nkhata Bay,0,192
09/21/2020,Nkhotakota,0,84
09/21/2020,Nsanje,0,37
09/21/2020,Ntcheu,0,45
09/21/2020,Ntchisi,0,4
09/21/2020,Phalombe,0,11
09/21/2020,Rumphi,0,36
09/21/2020,Salima,0,47
09/21/2020,Thyolo,0,66
09/21/2020,Zomba,0,155
09/22/2020,Balaka,0,49
09/22/2020,Blantyre,2,1925
09/22/2020,Chikwawa,0,46
09/22/2020,Chiradzulu,0,47
09/22/2020,Chitipa,0,64
09/22/2020,Dedza,0,50
09/22/2020,Dowa,0,80
09/22/2020,Karonga,0,82
09/22/2020,Kasungu,0,49
09/22/2020,Likoma,0,4
09/22/2020,Lilongwe,0,1338
09/22/2020,Machinga,0,73
09/22/2020,Mangochi,0,146
09/22/2020,Mchinji,0,65
09/22/2020,Mulanje,0,43
09/22/2020,Mwanza,0,28
09/22/2020,Mwanza PoE,0,204
09/22/2020,Mzimba ,0,153
09/22/2020,Mzuzu,2,555
09/22/2020,Neno,0,59
09/22/2020,Nkhata Bay,2,194
09/22/2020,Nkhotakota,0,84
09/22/2020,Nsanje,0,37
09/22/2020,Ntcheu,0,45
09/22/2020,Ntchisi,0,4
09/22/2020,Phalombe,0,11
09/22/2020,Rumphi,0,36
09/22/2020,Salima,0,47
09/22/2020,Thyolo,0,66
09/22/2020,Zomba,0,155
09/23/2020,Balaka,0,49
09/23/2020,Blantyre,6,1931
09/23/2020,Chikwawa,0,46
09/23/2020,Chiradzulu,0,47
09/23/2020,Chitipa,0,64
09/23/2020,Dedza,0,50
09/23/2020,Dowa,0,80
09/23/2020,Karonga,0,82
09/23/2020,Kasungu,0,49
09/23/2020,Likoma,0,4
09/23/2020,Lilongwe,1,1339
09/23/2020,Machinga,0,73
09/23/2020,Mangochi,0,146
09/23/2020,Mchinji,0,65
09/23/2020,Mulanje,0,43
09/23/2020,Mwanza,0,28
09/23/2020,Mwanza PoE,0,204
09/23/2020,Mzimba ,0,153
09/23/2020,Mzuzu,0,555
09/23/2020,Neno,0,59
09/23/2020,Nkhata Bay,0,194
09/23/2020,Nkhotakota,0,84
09/23/2020,Nsanje,0,37
09/23/2020,Ntcheu,0,45
09/23/2020,Ntchisi,0,4
09/23/2020,Phalombe,0,11
09/23/2020,Rumphi,0,36
09/23/2020,Salima,0,47
09/23/2020,Thyolo,0,66
09/23/2020,Zomba,0,155
09/24/2020,Balaka,0,49
09/24/2020,Blantyre,0,1931
09/24/2020,Chikwawa,0,46
09/24/2020,Chiradzulu,0,47
09/24/2020,Chitipa,0,64
09/24/2020,Dedza,0,50
09/24/2020,Dowa,0,80
09/24/2020,Karonga,0,82
09/24/2020,Kasungu,0,49
09/24/2020,Likoma,0,4
09/24/2020,Lilongwe,0,1339
09/24/2020,Machinga,0,73
09/24/2020,Mangochi,0,146
09/24/2020,Mchinji,0,65
09/24/2020,Mulanje,0,43
09/24/2020,Mwanza,0,28
09/24/2020,Mwanza PoE,0,204
09/24/2020,Mzimba,0,153
09/24/2020,Mzuzu,1,556
09/24/2020,Neno,0,59
09/24/2020,Nkhata Bay,0,194
09/24/2020,Nkhotakota,0,84
09/24/2020,Nsanje,0,37
09/24/2020,Ntcheu,0,45
09/24/2020,Ntchisi,0,4
09/24/2020,Phalombe,0,11
09/24/2020,Rumphi,0,36
09/24/2020,Salima,0,47
09/24/2020,Thyolo,0,66
09/24/2020,Zomba,0,155
09/25/2020,Balaka,0,49
09/25/2020,Blantyre,7,1938
09/25/2020,Chikwawa,0,46
09/25/2020,Chiradzulu,0,47
09/25/2020,Chitipa,0,64
09/25/2020,Dedza,0,50
09/25/2020,Dowa,1,81
09/25/2020,Karonga,0,82
09/25/2020,Kasungu,0,49
09/25/2020,Likoma,0,4
09/25/2020,Lilongwe,9,1348
09/25/2020,Machinga,0,73
09/25/2020,Mangochi,0,146
09/25/2020,Mchinji,0,65
09/25/2020,Mulanje,0,43
09/25/2020,Mwanza,0,28
09/25/2020,Mwanza PoE,0,204
09/25/2020,Mzimba ,0,153
09/25/2020,Mzuzu,0,556
09/25/2020,Neno,0,59
09/25/2020,Nkhata Bay,0,194
09/25/2020,Nkhotakota,0,84
09/25/2020,Nsanje,0,37
09/25/2020,Ntcheu,0,45
09/25/2020,Ntchisi,0,4
09/25/2020,Phalombe,0,11
09/25/2020,Rumphi,0,36
09/25/2020,Salima,0,47
09/25/2020,Thyolo,0,66
09/25/2020,Zomba,0,155
09/26/2020,Balaka,0,49
09/26/2020,Blantyre,1,1939
09/26/2020,Chikwawa,0,46
09/26/2020,Chiradzulu,0,47
09/26/2020,Chitipa,0,64
09/26/2020,Dedza,0,50
09/26/2020,Dowa,0,81
09/26/2020,Karonga,0,82
09/26/2020,Kasungu,0,49
09/26/2020,Likoma,0,4
09/26/2020,Lilongwe,1,1349
09/26/2020,Machinga,0,73
09/26/2020,Mangochi,0,146
09/26/2020,Mchinji,0,65
09/26/2020,Mulanje,0,43
09/26/2020,Mwanza,0,28
09/26/2020,Mwanza PoE,0,204
09/26/2020,Mzimba ,0,153
09/26/2020,Mzuzu,0,556
09/26/2020,Neno,0,59
09/26/2020,Nkhata Bay,0,194
09/26/2020,Nkhotakota,0,84
09/26/2020,Nsanje,0,37
09/26/2020,Ntcheu,0,45
09/26/2020,Ntchisi,0,4
09/26/2020,Phalombe,0,11
09/26/2020,Rumphi,0,36
09/26/2020,Salima,0,47
09/26/2020,Thyolo,0,66
09/26/2020,Zomba,0,155
09/27/2020,Balaka,0,49
09/27/2020,Blantyre,2,1941
09/27/2020,Chikwawa,0,46
09/27/2020,Chiradzulu,0,47
09/27/2020,Chitipa,0,64
09/27/2020,Dedza,0,50
09/27/2020,Dowa,0,81
09/27/2020,Karonga,0,82
09/27/2020,Kasungu,0,49
09/27/2020,Likoma,0,4
09/27/2020,Lilongwe,0,1349
09/27/2020,Machinga,0,73
09/27/2020,Mangochi,0,146
09/27/2020,Mchinji,0,65
09/27/2020,Mulanje,0,43
09/27/2020,Mwanza,0,28
09/27/2020,Mwanza PoE,0,204
09/27/2020,Mzimba North,0,556
09/27/2020,Mzimba South,0,153
09/27/2020,Neno,0,59
09/27/2020,Nkhata Bay,0,194
09/27/2020,Nkhotakota,0,84
09/27/2020,Nsanje,0,37
09/27/2020,Ntcheu,0,45
09/27/2020,Ntchisi,0,4
09/27/2020,Phalombe,0,11
09/27/2020,Rumphi,0,36
09/27/2020,Salima,0,47
09/27/2020,Thyolo,0,66
09/27/2020,Zomba,0,155
09/28/2020,Balaka,0,49
09/28/2020,Blantyre,2,1943
09/28/2020,Chikwawa,0,46
09/28/2020,Chiradzulu,0,47
09/28/2020,Chitipa,0,64
09/28/2020,Dedza,0,50
09/28/2020,Dowa,0,81
09/28/2020,Karonga,0,82
09/28/2020,Kasungu,0,49
09/28/2020,Likoma,0,4
09/28/2020,Lilongwe,0,1349
09/28/2020,Machinga,0,73
09/28/2020,Mangochi,0,146
09/28/2020,Mchinji,0,65
09/28/2020,Mulanje,0,43
09/28/2020,Mwanza,0,28
09/28/2020,Mwanza PoE,0,204
09/28/2020,Mzimba North,0,556
09/28/2020,Mzimba South,0,153
09/28/2020,Neno,0,59
09/28/2020,Nkhata Bay,0,194
09/28/2020,Nkhotakota,0,84
09/28/2020,Nsanje,0,37
09/28/2020,Ntcheu,0,45
09/28/2020,Ntchisi,0,4
09/28/2020,Phalombe,0,11
09/28/2020,Rumphi,0,36
09/28/2020,Salima,0,47
09/28/2020,Thyolo,0,66
09/28/2020,Zomba,0,155
09/29/2020,Blantyre,0,1943
09/29/2020,Lilongwe,0,1349
09/29/2020,Mzimba North,1,557
09/29/2020,Nkhata Bay,1,195
09/29/2020,Zomba,0,155
09/29/2020,Mzimba South,0,153
09/29/2020,Mangochi,0,146
09/29/2020,Nkhotakota,0,84
09/29/2020,Karonga,0,82
09/29/2020,Dowa,0,81
09/29/2020,Machinga,0,73
09/29/2020,Thyolo,0,66
09/29/2020,Mchinji,0,65
09/29/2020,Chitipa,0,64
09/29/2020,Neno,0,59
09/29/2020,Dedza,0,50
09/29/2020,Balaka,0,49
09/29/2020,Kasungu,0,49
09/29/2020,Salima,0,47
09/29/2020,Chiradzulu,0,47
09/29/2020,Chikwawa,0,46
09/29/2020,Ntcheu,0,45
09/29/2020,Mulanje,0,43
09/29/2020,Nsanje,0,37
09/29/2020,Rumphi,0,36
09/29/2020,Mwanza,0,28
09/29/2020,Phalombe,0,11
09/29/2020,Likoma,0,4
09/29/2020,Ntchisi,0,4
09/29/2020,Mwanza PoE,0,204
09/30/2020,Blantyre,1,1944
09/30/2020,Lilongwe,0,1349
09/30/2020,Mzimba North,0,557
09/30/2020,Nkhata Bay,0,195
09/30/2020,Zomba,0,155
09/30/2020,Mzimba South,0,153
09/30/2020,Mangochi,0,146
09/30/2020,Nkhotakota,0,84
09/30/2020,Karonga,0,82
09/30/2020,Dowa,0,81
09/30/2020,Machinga,0,73
09/30/2020,Thyolo,0,66
09/30/2020,Mchinji,0,65
09/30/2020,Chitipa,0,64
09/30/2020,Neno,0,59
09/30/2020,Dedza,0,50
09/30/2020,Balaka,0,49
09/30/2020,Kasungu,0,49
09/30/2020,Salima,0,47
09/30/2020,Chiradzulu,0,47
09/30/2020,Chikwawa,0,46
09/30/2020,Ntcheu,0,45
09/30/2020,Mulanje,0,43
09/30/2020,Nsanje,0,37
09/30/2020,Rumphi,0,36
09/30/2020,Mwanza,0,28
09/30/2020,Phalombe,0,11
09/30/2020,Likoma,0,4
09/30/2020,Ntchisi,0,4
09/30/2020,Mwanza PoE,0,204
10/01/2020,Blantyre,0,1944
10/01/2020,Lilongwe,2,1351
10/01/2020,Mzimba North,4,561
10/01/2020,Nkhata Bay,0,195
10/01/2020,Zomba,0,155
10/01/2020,Mzimba South,0,153
10/01/2020,Mangochi,0,146
10/01/2020,Nkhotakota,0,84
10/01/2020,Karonga,0,82
10/01/2020,Dowa,0,81
10/01/2020,Machinga,0,73
10/01/2020,Thyolo,0,66
10/01/2020,Mchinji,0,65
10/01/2020,Chitipa,0,64
10/01/2020,Neno,0,59
10/01/2020,Dedza,0,50
10/01/2020,Balaka,0,49
10/01/2020,Kasungu,0,49
10/01/2020,Salima,0,47
10/01/2020,Chiradzulu,0,47
10/01/2020,Chikwawa,0,46
10/01/2020,Ntcheu,0,45
10/01/2020,Mulanje,0,43
10/01/2020,Nsanje,0,37
10/01/2020,Rumphi,0,36
10/01/2020,Mwanza,0,28
10/01/2020,Phalombe,0,11
10/01/2020,Likoma,0,4
10/01/2020,Ntchisi,0,4
10/01/2020,Mwanza PoE,0,204
10/02/2020,Blantyre,2,1947
10/02/2020,Lilongwe,1,1350
10/02/2020,Mzimba North,0,561
10/02/2020,Nkhata Bay,1,196
10/02/2020,Zomba,0,155
10/02/2020,Mzimba South,0,153
10/02/2020,Mangochi,0,146
10/02/2020,Nkhotakota,0,84
10/02/2020,Karonga,0,82
10/02/2020,Dowa,0,82
10/02/2020,Machinga,0,73
10/02/2020,Thyolo,0,66
10/02/2020,Mchinji,0,65
10/02/2020,Chitipa,0,64
10/02/2020,Neno,0,59
10/02/2020,Dedza,0,50
10/02/2020,Balaka,0,49
10/02/2020,Kasungu,0,49
10/02/2020,Salima,0,47
10/02/2020,Chiradzulu,0,47
10/02/2020,Chikwawa,0,46
10/02/2020,Ntcheu,0,45
10/02/2020,Mulanje,0,43
10/02/2020,Nsanje,0,37
10/02/2020,Rumphi,0,36
10/02/2020,Mwanza,0,28
10/02/2020,Phalombe,0,11
10/02/2020,Likoma,0,4
10/02/2020,Ntchisi,0,4
10/02/2020,Mwanza PoE,0,204
10/04/2020,Blantyre,2,1947
10/04/2020,Lilongwe,1,1350
10/04/2020,Mzimba North,0,561
10/04/2020,Nkhata Bay,1,196
10/04/2020,Zomba,0,155
10/04/2020,Mzimba South,0,153
10/04/2020,Mangochi,0,146
10/04/2020,Nkhotakota,0,84
10/04/2020,Karonga,0,82
10/04/2020,Dowa,0,82
10/04/2020,Machinga,0,73
10/04/2020,Thyolo,0,66
10/04/2020,Mchinji,0,65
10/04/2020,Chitipa,0,64
10/04/2020,Neno,0,59
10/04/2020,Dedza,0,50
10/04/2020,Balaka,0,49
10/04/2020,Kasungu,0,49
10/04/2020,Salima,0,47
10/04/2020,Chiradzulu,0,47
10/04/2020,Chikwawa,0,46
10/04/2020,Ntcheu,0,45
10/04/2020,Mulanje,0,43
10/04/2020,Nsanje,0,37
10/04/2020,Rumphi,0,36
10/04/2020,Mwanza,0,28
10/04/2020,Phalombe,0,11
10/04/2020,Likoma,0,4
10/04/2020,Ntchisi,0,4
10/04/2020,Mwanza PoE,0,204
10/05/2020,Blantyre,7,1955
10/05/2020,Lilongwe,0,1350
10/05/2020,Mzuzu,0,561
10/05/2020,Nkhata Bay,0,196
10/05/2020,Zomba,0,155
