Country,Date,District,Confirmed,Confirmed-total,Deaths,Deaths-total,Recovered,Recovered-total,Imported,Local,New Arrival-T,Cumulative high-risk traveller,Contacts on Follow-up,Contacts discharged,Samples Recieved,Total Tested,Positive,Negative,Average Tests,Age group,Male,Female,Unknown,Local Transmission,Imported
Malawi,11 August 2020,Kasungu,0,46,0,1,6,27,14,32,0,,,,,,,,,,,,,,
Malawi,11 August 2020,Likoma,0,4,0,1,0,1,0,4,3,,,,,,,,,,,,,,
Malawi,11 August 2020,Lilongwe,21,1086,0,38,0,441,99,987,0,,,,,,,,,,,,,,
Malawi,11 August 2020,Machinga,0,65,0,0,10,51,58,7,1,,,,,,,,,,,,,,
Malawi,11 August 2020,Mangochi,0,133,0,1,0,106,101,32,4,,,,,,,,,,,,,,
Malawi,11 August 2020,Mchinji,0,52,0,5,5,25,5,47,0,,,,,,,,,,,,,,
Malawi,11 August 2020,Mulanje,0,35,0,1,0,30,10,25,2,,,,,,,,,,,,,,
Malawi,11 August 2020,Mwanza,0,25,0,1,5,23,9,16,2,,,,,,,,,,,,,,
Malawi,11 August 2020,Mwanza PoE,1,203,0,0,0,173,203,0,0,,,,,,,,,,,,,,
Malawi,11 August 2020,Mzimba ,1,126,0,2,2,100,30,96,0,,,,,,,,,,,,,,
Malawi,11 August 2020,Mzimba North,0,512,0,11,0,275,15,497,1,,,,,,,,,,,,,,
Malawi,11 August 2020,Neno,0,60,0,0,0,38,3,57,3,,,,,,,,,,,,,,
Malawi,11 August 2020,Nkhata Bay,1,170,0,2,0,98,32,138,0,,,,,,,,,,,,,,
Malawi,11 August 2020,Nkhotakota,0,43,1,2,0,32,29,14,1,,,,,,,,,,,,,,
Malawi,11 August 2020,Nsanje,0,37,0,1,0,20,24,13,2,,,,,,,,,,,,,,
Malawi,11 August 2020,Ntcheu,0,42,0,0,2,39,28,14,11,,,,,,,,,,,,,,
Malawi,11 August 2020,Ntchisi,0,2,0,0,0,2,0,2,12,,,,,,,,,,,,,,
Malawi,11 August 2020,Phalombe,0,10,0,1,0,7,3,7,5,,,,,,,,,,,,,,
Malawi,11 August 2020,Rumphi,0,30,0,2,1,21,7,23,6,,,,,,,,,,,,,,
Malawi,11 August 2020,Salima,0,44,0,0,1,32,23,21,6,,,,,,,,,,,,,,
Malawi,11 August 2020,Thyolo,0,56,0,1,0,48,26,30,2,,,,,,,,,,,,,,
Malawi,11 August 2020,Zomba,0,137,0,4,0,36,30,107,4,,,,,,,,,,,,,,
Malawi,12 August 2020,Balaka,0,42,0,1,5,31,36,6,5,,,,,,,,,,,,,,
Malawi,12 August 2020,Blantyre,7,1469,0,67,15,645,145,1324,0,,,,,,,,,,,,,,
Malawi,12 August 2020,Chikwawa,1,42,0,0,0,28,22,20,0,,,,,,,,,,,,,,
Malawi,12 August 2020,Chiradzulu,0,28,0,1,0,14,12,16,0,,,,,,,,,,,,,,
Malawi,12 August 2020,Chitipa,0,52,0,3,0,46,6,46,5,,,,,,,,,,,,,,
Malawi,12 August 2020,Dedza,0,34,0,0,2,27,26,8,3,,,,,,,,,,,,,,
Malawi,12 August 2020,Dowa,2,67,0,2,3,56,27,40,0,,,,,,,,,,,,,,
Malawi,12 August 2020,Karonga,0,75,0,4,5,35,13,62,1,,,,,,,,,,,,,,
Malawi,12 August 2020,Kasungu,0,46,0,1,0,27,14,32,1,,,,,,,,,,,,,,
Malawi,12 August 2020,Likoma,0,5,0,1,0,1,0,5,3,,,,,,,,,,,,,,
Malawi,12 August 2020,Lilongwe,9,1094,0,39,0,441,99,995,0,,,,,,,,,,,,,,
Malawi,12 August 2020,Machinga,0,65,0,0,0,51,58,7,2,,,,,,,,,,,,,,
Malawi,12 August 2020,Mangochi,0,133,0,1,0,106,101,32,6,,,,,,,,,,,,,,
Malawi,12 August 2020,Mchinji,2,54,0,5,0,25,5,49,0,,,,,,,,,,,,,,
Malawi,12 August 2020,Mulanje,2,37,0,1,0,30,10,27,0,,,,,,,,,,,,,,
Malawi,12 August 2020,Mwanza,0,25,0,1,0,23,9,16,2,,,,,,,,,,,,,,
Malawi,12 August 2020,Mwanza PoE,11,214,0,0,0,173,214,0,0,,,,,,,,,,,,,,
Malawi,12 August 2020,Mzimba ,0,126,0,2,0,100,30,96,1,,,,,,,,,,,,,,
Malawi,12 August 2020,Mzimba North,2,514,0,11,0,275,15,499,0,,,,,,,,,,,,,,
Malawi,12 August 2020,Neno,0,58,0,0,20,58,3,55,14,,,,,,,,,,,,,,
Malawi,12 August 2020,Nkhata Bay,0,170,0,2,0,98,32,138,0,,,,,,,,,,,,,,
Malawi,12 August 2020,Nkhotakota,0,43,0,1,0,32,29,14,3,,,,,,,,,,,,,,
Malawi,12 August 2020,Nsanje,0,34,0,1,0,20,24,10,3,,,,,,,,,,,,,,
Malawi,12 August 2020,Ntcheu,0,42,0,0,1,41,28,14,12,,,,,,,,,,,,,,
Malawi,12 August 2020,Ntchisi,0,2,0,0,0,2,0,2,12,,,,,,,,,,,,,,
Malawi,12 August 2020,Phalombe,0,11,0,1,1,8,3,8,5,,,,,,,,,,,,,,
Malawi,12 August 2020,Rumphi,0,30,0,2,0,21,7,23,6,,,,,,,,,,,,,,
Malawi,12 August 2020,Salima,0,44,0,0,0,32,23,21,7,,,,,,,,,,,,,,
Malawi,12 August 2020,Thyolo,0,57,0,1,0,48,26,31,1,,,,,,,,,,,,,,
Malawi,12 August 2020,Zomba,2,139,0,4,0,36,30,109,0,,,,,,,,,,,,,,
Malawi,13 August 2020,Balaka,2,44,0,1,0,31,36,8,0,,,,,,,,,,,,,,
Malawi,13 August 2020,Blantyre,84,1560,0,67,10,655,155,1405,0,,,,,,,,,,,,,,
Malawi,13 August 2020,Chikwawa,1,43,0,0,5,33,23,20,0,,,,,,,,,,,,,,
Malawi,13 August 2020,Chiradzulu,2,30,0,1,0,14,14,16,0,,,,,,,,,,,,,,
Malawi,13 August 2020,Chitipa,0,52,0,3,0,46,6,46,6,,,,,,,,,,,,,,
Malawi,13 August 2020,Dedza,5,39,0,0,0,27,26,13,0,,,,,,,,,,,,,,
Malawi,13 August 2020,Dowa,0,67,0,2,0,56,27,40,1,,,,,,,,,,,,,,
Malawi,13 August 2020,Karonga,0,75,0,4,0,35,13,62,2,,,,,,,,,,,,,,
Malawi,13 August 2020,Kasungu,0,46,0,1,0,27,14,32,2,,,,,,,,,,,,,,
Malawi,13 August 2020,Likoma,0,5,0,1,0,1,0,5,3,,,,,,,,,,,,,,
Malawi,13 August 2020,Lilongwe,29,1123,1,40,0,441,104,1019,0,,,,,,,,,,,,,,
Malawi,13 August 2020,Machinga,4,69,0,0,0,51,59,10,0,,,,,,,,,,,,,,
Malawi,13 August 2020,Mangochi,3,136,0,1,0,106,103,33,0,,,,,,,,,,,,,,
Malawi,13 August 2020,Mchinji,1,55,0,5,0,25,5,50,0,,,,,,,,,,,,,,
Malawi,13 August 2020,Mulanje,2,39,0,1,0,30,11,28,0,,,,,,,,,,,,,,
Malawi,13 August 2020,Mwanza,0,26,0,1,0,23,9,17,2,,,,,,,,,,,,,,
Malawi,13 August 2020,Mwanza PoE,3,208,0,0,0,173,208,0,0,,,,,,,,,,,,,,
Malawi,13 August 2020,Mzimba North,3,517,0,11,0,274,16,501,0,,,,,,,,,,,,,,
Malawi,13 August 2020,Mzimba South,2,128,0,2,0,100,31,97,0,,,,,,,,,,,,,,
Malawi,13 August 2020,Neno,0,58,0,0,0,58,3,55,15,,,,,,,,,,,,,,
Malawi,13 August 2020,Nkhata Bay,3,173,0,2,0,98,33,140,0,,,,,,,,,,,,,,
Malawi,13 August 2020,Nkhotakota,4,48,0,1,0,32,30,18,0,,,,,,,,,,,,,,
Malawi,13 August 2020,Nsanje,0,34,0,1,4,24,24,10,3,,,,,,,,,,,,,,
Malawi,13 August 2020,Ntcheu,0,42,0,0,0,41,28,14,13,,,,,,,,,,,,,,
Malawi,13 August 2020,Ntchisi,0,2,0,0,0,2,0,2,12,,,,,,,,,,,,,,
Malawi,13 August 2020,Phalombe,0,11,0,1,0,8,3,8,5,,,,,,,,,,,,,,
Malawi,13 August 2020,Rumphi,2,32,0,2,0,21,8,24,0,,,,,,,,,,,,,,
Malawi,13 August 2020,Salima,2,46,0,0,1,33,24,22,0,,,,,,,,,,,,,,
Malawi,13 August 2020,Thyolo,1,58,0,1,0,48,26,32,0,,,,,,,,,,,,,,
Malawi,13 August 2020,Zomba,7,146,0,4,1,37,32,114,0,,,,,,,,,,,,,,
Malawi,14 August 2020,Balaka,1,44,0,1,0,31,37,7,0,,,,,,,,,,,,,,
Malawi,14 August 2020,Blantyre,52,1615,1,68,8,663,159,1456,0,,,,,,,,,,,,,,
Malawi,14 August 2020,Chikwawa,1,44,0,0,0,33,24,20,0,,,,,,,,,,,,,,
Malawi,14 August 2020,Chiradzulu,2,33,0,1,0,14,16,17,1,,,,,,,,,,,,,,
Malawi,14 August 2020,Chitipa,0,52,0,3,0,46,6,46,7,,,,,,,,,,,,,,
Malawi,14 August 2020,Dedza,0,39,0,0,0,27,26,13,1,,,,,,,,,,,,,,
Malawi,14 August 2020,Dowa,0,67,0,2,0,56,27,40,2,,,,,,,,,,,,,,
Malawi,14 August 2020,Karonga,0,75,0,4,15,50,13,62,3,,,,,,,,,,,,,,
Malawi,14 August 2020,Kasungu,0,46,0,1,0,27,14,32,3,,,,,,,,,,,,,,
Malawi,14 August 2020,Likoma,0,5,1,2,0,1,0,5,4,,,,,,,,,,,,,,
Malawi,14 August 2020,Lilongwe,10,1133,0,40,0,441,106,1027,0,,,,,,,,,,,,,,
Malawi,14 August 2020,Machinga,0,66,0,0,0,51,56,10,1,,,,,,,,,,,,,,
Malawi,14 August 2020,Mangochi,1,140,0,1,0,106,107,33,0,,,,,,,,,,,,,,
Malawi,14 August 2020,Mchinji,0,55,0,5,1,26,5,50,1,,,,,,,,,,,,,,
Malawi,14 August 2020,Mulanje,1,40,0,1,0,30,12,28,0,,,,,,,,,,,,,,
Malawi,14 August 2020,Mwanza,2,28,0,1,0,23,11,17,0,,,,,,,,,,,,,,
Malawi,14 August 2020,Mwanza PoE,0,205,0,0,0,173,205,0,0,,,,,,,,,,,,,,
Malawi,14 August 2020,Mzimba North,1,518,0,11,0,274,16,502,0,,,,,,,,,,,,,,
Malawi,14 August 2020,Mzimba South,1,129,0,2,0,100,32,97,0,,,,,,,,,,,,,,
Malawi,14 August 2020,Neno,0,58,0,0,0,58,3,55,16,,,,,,,,,,,,,,
Malawi,14 August 2020,Nkhata Bay,0,173,0,2,0,98,33,140,1,,,,,,,,,,,,,,
Malawi,14 August 2020,Nkhotakota,0,48,0,1,0,32,30,18,1,,,,,,,,,,,,,,
Malawi,14 August 2020,Nsanje,0,34,0,1,0,24,24,10,4,,,,,,,,,,,,,,
Malawi,14 August 2020,Ntcheu,0,42,0,0,0,41,28,14,14,,,,,,,,,,,,,,
Malawi,14 August 2020,Ntchisi,0,2,0,0,0,2,0,2,13,,,,,,,,,,,,,,
Malawi,14 August 2020,Phalombe,0,11,0,1,0,8,3,8,6,,,,,,,,,,,,,,
Malawi,14 August 2020,Rumphi,0,32,0,2,0,21,8,24,1,,,,,,,,,,,,,,
Malawi,14 August 2020,Salima,0,46,0,0,0,33,24,22,1,,,,,,,,,,,,,,
Malawi,14 August 2020,Thyolo,0,58,0,1,2,50,26,32,1,,,,,,,,,,,,,,
Malawi,14 August 2020,Zomba,4,150,1,5,0,37,33,117,0,,,,,,,,,,,,,,
Malawi,15 August 2020,Balaka,0,44,0,1,0,31,37,7,1,,,,,,,,,,,,,,
Malawi,15 August 2020,Blantyre,9,1625,0,68,0,663,160,1465,0,,,,,,,,,,,,,,
Malawi,15 August 2020,Chikwawa,0,43,0,0,0,33,23,20,1,,,,,,,,,,,,,,
Malawi,15 August 2020,Chiradzulu,2,35,0,1,0,14,16,19,0,,,,,,,,,,,,,,
Malawi,15 August 2020,Chitipa,0,52,0,3,2,48,6,46,9,,,,,,,,,,,,,,
Malawi,15 August 2020,Dedza,0,39,0,0,0,27,26,13,2,,,,,,,,,,,,,,
Malawi,15 August 2020,Dowa,0,67,0,2,0,56,27,40,3,,,,,,,,,,,,,,
Malawi,15 August 2020,Karonga,1,76,0,4,0,50,13,63,0,,,,,,,,,,,,,,
Malawi,15 August 2020,Kasungu,0,46,0,1,0,27,14,32,4,,,,,,,,,,,,,,
Malawi,15 August 2020,Likoma,0,5,0,2,0,1,0,5,4,,,,,,,,,,,,,,
Malawi,15 August 2020,Lilongwe,6,1139,0,40,0,441,106,1033,0,,,,,,,,,,,,,,
Malawi,15 August 2020,Machinga,0,66,0,0,0,51,56,10,2,,,,,,,,,,,,,,
Malawi,15 August 2020,Mangochi,0,140,0,1,0,106,107,33,1,,,,,,,,,,,,,,
Malawi,15 August 2020,Mchinji,0,55,0,5,1,27,5,50,3,,,,,,,,,,,,,,
Malawi,15 August 2020,Mulanje,0,40,0,1,0,30,12,28,1,,,,,,,,,,,,,,
Malawi,15 August 2020,Mwanza,0,28,0,1,0,23,11,17,0,,,,,,,,,,,,,,
Malawi,15 August 2020,Mwanza PoE,0,205,0,0,0,173,205,0,0,,,,,,,,,,,,,,
Malawi,15 August 2020,Mzimba ,0,129,0,2,0,100,32,97,1,,,,,,,,,,,,,,
Malawi,15 August 2020,Mzimba North,2,520,1,12,0,274,16,504,0,,,,,,,,,,,,,,
Malawi,15 August 2020,Neno,0,58,0,0,0,58,3,55,17,,,,,,,,,,,,,,
Malawi,15 August 2020,Nkhata Bay,9,182,0,2,39,137,33,149,0,,,,,,,,,,,,,,
Malawi,15 August 2020,Nkhotakota,9,57,0,1,0,32,30,27,0,,,,,,,,,,,,,,
Malawi,15 August 2020,Nsanje,0,34,0,1,0,24,24,10,5,,,,,,,,,,,,,,
Malawi,15 August 2020,Ntcheu,0,42,0,0,0,41,28,14,15,,,,,,,,,,,,,,
Malawi,15 August 2020,Ntchisi,0,2,0,0,0,2,0,2,13,,,,,,,,,,,,,,
Malawi,15 August 2020,Phalombe,0,11,0,1,0,8,3,8,6,,,,,,,,,,,,,,
Malawi,15 August 2020,Rumphi,0,32,0,2,0,21,8,24,1,,,,,,,,,,,,,,
Malawi,15 August 2020,Salima,0,46,0,0,3,36,24,22,2,,,,,,,,,,,,,,
Malawi,15 August 2020,Thyolo,0,58,0,1,0,50,26,32,3,,,,,,,,,,,,,,
Malawi,15 August 2020,Zomba,0,150,0,5,2,39,33,117,2,,,,,,,,,,,,,,
Malawi,16 August 2020,Balaka,0,44,0,1,0,31,37,7,2,,,,,,,,,,,,,,
Malawi,16 August 2020,Blantyre,46,1671,0,68,0,663,160,1511,0,,,,,,,,,,,,,,
Malawi,16 August 2020,Chikwawa,0,43,0,0,0,33,23,20,2,,,,,,,,,,,,,,
Malawi,16 August 2020,Chiradzulu,0,35,0,1,0,14,16,19,1,,,,,,,,,,,,,,
Malawi,16 August 2020,Chitipa,0,52,0,3,0,48,6,46,10,,,,,,,,,,,,,,
Malawi,16 August 2020,Dedza,0,39,0,0,0,27,26,13,3,,,,,,,,,,,,,,
Malawi,16 August 2020,Dowa,0,67,0,2,0,56,27,40,4,,,,,,,,,,,,,,
Malawi,16 August 2020,Karonga,0,76,0,4,2,52,13,63,1,,,,,,,,,,,,,,
Malawi,16 August 2020,Kasungu,0,46,0,1,0,27,14,32,5,,,,,,,,,,,,,,
Malawi,16 August 2020,Likoma,0,5,,2,,1,0,5,5,,,,,,,,,,,,,,
Malawi,16 August 2020,Lilongwe,0,1139,3,43,0,441,106,1033,1,,,,,,,,,,,,,,
Malawi,16 August 2020,Machinga,0,66,0,0,0,51,56,10,3,,,,,,,,,,,,,,
Malawi,16 August 2020,Mangochi,0,140,0,1,0,106,107,33,2,,,,,,,,,,,,,,
Malawi,16 August 2020,Mchinji,0,55,0,5,0,27,5,50,4,,,,,,,,,,,,,,
Malawi,16 August 2020,Mulanje,0,40,0,1,0,30,12,28,2,,,,,,,,,,,,,,
Malawi,16 August 2020,Mwanza,0,28,0,1,0,23,11,17,1,,,,,,,,,,,,,,
Malawi,16 August 2020,Mwanza PoE,0,205,0,0,0,173,205,0,1,,,,,,,,,,,,,,
Malawi,16 August 2020,Mzimba North,0,520,0,12,0,274,16,504,1,,,,,,,,,,,,,,
Malawi,16 August 2020,Mzimba South,0,129,0,2,0,100,32,97,2,,,,,,,,,,,,,,
Malawi,16 August 2020,Neno,0,58,0,0,0,58,3,55,18,,,,,,,,,,,,,,
Malawi,16 August 2020,Nkhata Bay,0,182,0,2,0,137,33,149,1,,,,,,,,,,,,,,
Malawi,16 August 2020,Nkhotakota,0,57,0,1,0,32,30,27,1,,,,,,,,,,,,,,
Malawi,16 August 2020,Nsanje,0,34,0,1,0,24,24,10,6,,,,,,,,,,,,,,
Malawi,16 August 2020,Ntcheu,0,42,0,0,0,41,28,14,16,,,,,,,,,,,,,,
Malawi,16 August 2020,Ntchisi,0,2,0,0,0,2,0,2,14,,,,,,,,,,,,,,
Malawi,16 August 2020,Phalombe,0,11,0,1,0,8,3,8,7,,,,,,,,,,,,,,
Malawi,16 August 2020,Rumphi,0,32,1,3,0,21,8,24,2,,,,,,,,,,,,,,
Malawi,16 August 2020,Salima,0,46,0,0,0,36,24,22,3,,,,,,,,,,,,,,
Malawi,16 August 2020,Thyolo,0,58,0,1,1,51,26,32,4,,,,,,,,,,,,,,
Malawi,16 August 2020,Zomba,0,150,0,5,0,39,33,117,3,,,,,,,,,,,,,,
Malawi,18 August 2020,Balaka,0,45,0,1,0,31,37,8,0,,,,,,,,,,,,,,
Malawi,18 August 2020,Blantyre,26,1716,0,68,15,703,160,1556,0,,,,,,,,,,,,,,
Malawi,18 August 2020,Chikwawa,0,43,0,0,0,33,23,20,3,,,,,,,,,,,,,,
Malawi,18 August 2020,Chiradzulu,0,35,0,1,0,14,16,19,2,,,,,,,,,,,,,,
Malawi,18 August 2020,Chitipa,11,63,0,3,1,49,6,57,0,,,,,,,,,,,,,,
Malawi,18 August 2020,Dedza,1,49,0,0,0,27,26,23,0,,,,,,,,,,,,,,
Malawi,18 August 2020,Dowa,1,68,0,2,0,56,28,40,0,,,,,,,,,,,,,,
Malawi,18 August 2020,Karonga,0,77,0,4,0,55,13,64,1,,,,,,,,,,,,,,
Malawi,18 August 2020,Kasungu,0,46,0,1,0,27,14,32,5,,,,,,,,,,,,,,
Malawi,18 August 2020,Likoma,0,5,0,2,0,1,0,5,5,,,,,,,,,,,,,,
Malawi,18 August 2020,Lilongwe,26,1166,0,44,0,456,106,1060,0,,,,,,,,,,,,,,
Malawi,18 August 2020,Machinga,0,68,0,0,0,57,58,10,1,,,,,,,,,,,,,,
Malawi,18 August 2020,Mangochi,0,142,0,1,1,117,107,35,1,,,,,,,,,,,,,,
Malawi,18 August 2020,Mchinji,2,58,0,5,0,27,5,53,0,,,,,,,,,,,,,,
Malawi,18 August 2020,Mulanje,0,40,0,1,3,33,12,28,3,,,,,,,,,,,,,,
Malawi,18 August 2020,Mwanza,0,28,0,1,0,23,11,17,1,,,,,,,,,,,,,,
Malawi,18 August 2020,Mwanza PoE,0,205,0,0,0,173,205,0,2,,,,,,,,,,,,,,
Malawi,18 August 2020,Mzimba North,0,524,1,13,3,277,17,507,1,,,,,,,,,,,,,,
Malawi,18 August 2020,Mzimba South,0,131,0,2,0,105,33,98,1,,,,,,,,,,,,,,
Malawi,18 August 2020,Neno,0,58,0,0,0,58,3,55,21,,,,,,,,,,,,,,
Malawi,18 August 2020,Nkhata Bay,0,187,0,2,0,137,33,154,1,,,,,,,,,,,,,,
Malawi,18 August 2020,Nkhotakota,0,62,0,1,0,32,30,32,1,,,,,,,,,,,,,,
Malawi,18 August 2020,Nsanje,0,34,0,1,0,24,24,10,6,,,,,,,,,,,,,,
Malawi,18 August 2020,Ntcheu,0,42,0,0,1,42,28,14,17,,,,,,,,,,,,,,
Malawi,18 August 2020,Ntchisi,1,3,0,0,0,2,0,3,0,,,,,,,,,,,,,,
Malawi,18 August 2020,Phalombe,0,11,0,1,0,8,3,8,7,,,,,,,,,,,,,,
Malawi,18 August 2020,Rumphi,0,32,0,3,0,21,8,24,2,,,,,,,,,,,,,,
Malawi,18 August 2020,Salima,0,47,0,0,2,38,24,23,0,,,,,,,,,,,,,,
Malawi,18 August 2020,Thyolo,0,58,0,1,0,51,26,32,6,,,,,,,,,,,,,,
Malawi,18 August 2020,Zomba,0,150,0,5,0,39,33,117,5,,,,,,,,,,,,,,
Malawi,19 August 2020,Balaka,0,45,0,1,5,36,37,8,1,,,,,,,,,,,,,,
Malawi,19 August 2020,Blantyre,23,1739,0,68,91,794,160,1579,0,,,,,,,,,,,,,,
Malawi,19 August 2020,Chikwawa,0,43,0,0,4,37,23,20,4,,,,,,,,,,,,,,
Malawi,19 August 2020,Chiradzulu,0,35,0,1,0,14,16,19,3,,,,,,,,,,,,,,
Malawi,19 August 2020,Chitipa,0,63,0,3,0,49,6,57,1,,,,,,,,,,,,,,
Malawi,19 August 2020,Dedza,0,49,0,0,0,27,26,23,1,,,,,,,,,,,,,,
Malawi,19 August 2020,Dowa,0,68,0,2,0,56,28,40,1,,,,,,,,,,,,,,
Malawi,19 August 2020,Karonga,2,79,0,4,0,55,13,66,0,,,,,,,,,,,,,,
Malawi,19 August 2020,Kasungu,0,46,0,1,0,27,14,32,6,,,,,,,,,,,,,,
Malawi,19 August 2020,Likoma,0,5,0,2,0,1,0,5,6,,,,,,,,,,,,,,
Malawi,19 August 2020,Lilongwe,6,1172,0,44,15,471,106,1066,0,,,,,,,,,,,,,,
Malawi,19 August 2020,Machinga,0,68,0,0,0,57,58,10,2,,,,,,,,,,,,,,
Malawi,19 August 2020,Mangochi,0,142,0,1,0,117,107,35,2,,,,,,,,,,,,,,
Malawi,19 August 2020,Mchinji,0,58,0,5,0,27,5,53,1,,,,,,,,,,,,,,
Malawi,19 August 2020,Mulanje,0,40,0,1,1,34,12,28,4,,,,,,,,,,,,,,
Malawi,19 August 2020,Mwanza,0,28,0,1,0,23,11,17,2,,,,,,,,,,,,,,
Malawi,19 August 2020,Mwanza PoE,0,205,0,0,0,173,205,0,3,,,,,,,,,,,,,,
Malawi,19 August 2020,Mzimba North,14,538,0,13,0,277,17,521,0,,,,,,,,,,,,,,
Malawi,19 August 2020,Mzimba South,0,131,0,2,0,105,33,98,2,,,,,,,,,,,,,,
Malawi,19 August 2020,Neno,0,58,0,0,0,58,3,55,22,,,,,,,,,,,,,,
Malawi,19 August 2020,Nkhata Bay,2,189,0,2,8,145,33,156,0,,,,,,,,,,,,,,
Malawi,19 August 2020,Nkhotakota,0,62,0,1,0,32,30,32,2,,,,,,,,,,,,,,
Malawi,19 August 2020,Nsanje,0,34,0,1,0,24,24,10,7,,,,,,,,,,,,,,
Malawi,19 August 2020,Ntcheu,0,42,0,0,0,42,28,14,18,,,,,,,,,,,,,,
Malawi,19 August 2020,Ntchisi,0,3,0,0,0,2,0,3,1,,,,,,,,,,,,,,
Malawi,19 August 2020,Phalombe,0,11,0,1,0,8,3,8,8,,,,,,,,,,,,,,
Malawi,19 August 2020,Rumphi,0,32,0,3,0,21,8,24,3,,,,,,,,,,,,,,
Malawi,19 August 2020,Salima,0,47,0,0,6,44,24,23,1,,,,,,,,,,,,,,
Malawi,19 August 2020,Thyolo,0,58,0,1,0,51,26,32,7,,,,,,,,,,,,,,
Malawi,19 August 2020,Zomba,0,150,1,6,11,50,33,117,6,,,,,,,,,,,,,,
Malawi,20 August 2020,Balaka,0,45,0,1,0,36,37,8,2,,,,,,,,,,,,,,
Malawi,20 August 2020,Blantyre,7,1746,0,68,8,802,160,1586,0,,,,,,,,,,,,,,
Malawi,20 August 2020,Chikwawa,0,43,0,0,0,37,23,20,5,,,,,,,,,,,,,,
Malawi,20 August 2020,Chiradzulu,0,35,0,1,0,14,16,19,4,,,,,,,,,,,,,,
Malawi,20 August 2020,Chitipa,0,63,0,3,0,49,6,57,2,,,,,,,,,,,,,,
Malawi,20 August 2020,Dedza,0,49,0,0,1,28,26,23,2,,,,,,,,,,,,,,
Malawi,20 August 2020,Dowa,1,69,0,2,0,56,28,41,1,,,,,,,,,,,,,,
Malawi,20 August 2020,Karonga,0,79,0,4,0,55,13,66,1,,,,,,,,,,,,,,
Malawi,20 August 2020,Kasungu,0,46,0,1,10,37,14,32,6,,,,,,,,,,,,,,
Malawi,20 August 2020,Likoma,0,5,0,2,0,1,0,5,7,,,,,,,,,,,,,,
Malawi,20 August 2020,Lilongwe,24,1196,0,44,0,471,106,1090,0,,,,,,,,,,,,,,
Malawi,20 August 2020,Machinga,0,68,0,0,0,57,58,10,3,,,,,,,,,,,,,,
Malawi,20 August 2020,Mangochi,0,142,0,1,0,117,107,35,3,,,,,,,,,,,,,,
Malawi,20 August 2020,Mchinji,1,59,0,5,0,27,5,54,0,,,,,,,,,,,,,,
Malawi,20 August 2020,Mulanje,0,40,0,1,1,35,12,28,5,,,,,,,,,,,,,,
Malawi,20 August 2020,Mwanza,0,28,0,1,0,23,11,17,3,,,,,,,,,,,,,,
Malawi,20 August 2020,Mwanza PoE,0,205,0,0,0,173,205,0,4,,,,,,,,,,,,,,
Malawi,20 August 2020,Mzimba North,3,541,0,13,0,277,17,524,0,,,,,,,,,,,,,,
Malawi,20 August 2020,Mzimba South,4,135,0,2,0,105,33,102,0,,,,,,,,,,,,,,
Malawi,20 August 2020,Neno,0,58,0,0,0,58,3,55,23,,,,,,,,,,,,,,
Malawi,20 August 2020,Nkhata Bay,0,189,0,2,0,145,33,156,1,,,,,,,,,,,,,,
Malawi,20 August 2020,Nkhotakota,0,62,0,1,0,32,30,32,3,,,,,,,,,,,,,,
Malawi,20 August 2020,Nsanje,0,34,0,1,0,24,24,10,8,,,,,,,,,,,,,,
Malawi,20 August 2020,Ntcheu,1,43,1,1,0,42,28,15,0,,,,,,,,,,,,,,
Malawi,20 August 2020,Ntchisi,0,3,0,0,0,2,0,3,2,,,,,,,,,,,,,,
Malawi,20 August 2020,Phalombe,0,11,0,1,0,8,3,8,9,,,,,,,,,,,,,,
Malawi,20 August 2020,Rumphi,0,32,0,3,0,21,8,24,4,,,,,,,,,,,,,,
Malawi,20 August 2020,Salima,0,47,0,0,0,44,24,23,1,,,,,,,,,,,,,,
Malawi,20 August 2020,Thyolo,1,59,0,1,0,51,26,33,0,,,,,,,,,,,,,,
Malawi,20 August 2020,Zomba,0,150,0,6,6,56,33,117,7,,,,,,,,,,,,,,
Malawi,21 August 2020,Balaka,1,46,0,1,0,36,38,8,0,,,,,,,,,,,,,,
Malawi,21 August 2020,Blantyre,22,1768,0,68,0,802,160,1608,0,,,,,,,,,,,,,,
Malawi,21 August 2020,Chikwawa,0,43,0,0,4,41,23,20,5,,,,,,,,,,,,,,
Malawi,21 August 2020,Chiradzulu,0,35,0,1,0,14,16,19,4,,,,,,,,,,,,,,
Malawi,21 August 2020,Chitipa,0,63,0,3,0,49,6,57,3,,,,,,,,,,,,,,
Malawi,21 August 2020,Dedza,1,50,0,0,0,28,26,24,0,,,,,,,,,,,,,,
Malawi,21 August 2020,Dowa,0,69,0,2,0,56,28,41,2,,,,,,,,,,,,,,
Malawi,21 August 2020,Karonga,0,79,0,4,0,55,13,66,2,,,,,,,,,,,,,,
Malawi,21 August 2020,Kasungu,1,47,0,1,0,37,14,33,0,,,,,,,,,,,,,,
Malawi,21 August 2020,Likoma,0,5,0,2,0,1,0,5,7,,,,,,,,,,,,,,
Malawi,21 August 2020,Lilongwe,11,1207,1,45,14,485,106,1101,0,,,,,,,,,,,,,,
Malawi,21 August 2020,Machinga,0,68,0,0,0,57,58,10,4,,,,,,,,,,,,,,
Malawi,21 August 2020,Mangochi,0,142,0,1,11,128,107,35,4,,,,,,,,,,,,,,
