Country,Date,District,Confirmed,Confirmed-total,Deaths,Deaths-total,Recovered,Recovered-total,Imported,Local,New Arrival-T,Cumulative high-risk traveller,Contacts on Follow-up,Contacts discharged,Samples Recieved,Total Tested,Positive,Negative,Average Tests,Age group,Male,Female,Unknown,Local Transmission,Imported
Malawi,18 September 2020,Mulanje,0,43,0,1,0,39,12,31,6,,,,,,,,,,,,,,
Malawi,18 September 2020,Mwanza,0,28,0,1,0,26,11,17,30,,,,,,,,,,,,,,
Malawi,18 September 2020,Mwanza PoE,0,204,0,0,0,204,204,0,31,,,,,,,,,,,,,,
Malawi,18 September 2020,Mzimba ,0,153,0,2,2,143,34,119,4,,,,,,,,,,,,,,
Malawi,18 September 2020,Mzuzu,0,553,0,13,14,359,17,536,6,,,,,,,,,,,,,,
Malawi,18 September 2020,Neno,0,59,0,0,0,58,4,55,15,,,,,,,,,,,,,,
Malawi,18 September 2020,Nkhata Bay,0,192,0,2,0,190,33,159,27,,,,,,,,,,,,,,
Malawi,18 September 2020,Nkhotakota,0,84,0,1,0,80,31,53,3,,,,,,,,,,,,,,
Malawi,18 September 2020,Nsanje,0,37,0,1,0,29,25,12,4,,,,,,,,,,,,,,
Malawi,18 September 2020,Ntcheu,0,45,0,1,0,42,30,15,7,,,,,,,,,,,,,,
Malawi,18 September 2020,Ntchisi,0,4,0,0,0,3,0,4,29,,,,,,,,,,,,,,
Malawi,18 September 2020,Phalombe,0,11,0,1,0,8,4,7,17,,,,,,,,,,,,,,
Malawi,18 September 2020,Rumphi,0,36,0,3,0,31,8,28,6,,,,,,,,,,,,,,
Malawi,18 September 2020,Salima,0,47,0,0,0,47,24,23,18,,,,,,,,,,,,,,
Malawi,18 September 2020,Thyolo,0,66,0,1,0,65,33,33,13,,,,,,,,,,,,,,
Malawi,18 September 2020,Zomba,0,153,0,6,0,112,33,120,7,,,,,,,,,,,,,,
Malawi,19 September 2020,Balaka,0,49,0,1,0,42,39,10,19,,,,,,,,,,,,,,
Malawi,19 September 2020,Blantyre,2,1917,0,76,2,1349,176,1741,0,,,,,,,,,,,,,,
Malawi,19 September 2020,Chikwawa,0,46,0,0,0,42,26,20,7,,,,,,,,,,,,,,
Malawi,19 September 2020,Chiradzulu,0,44,0,1,0,38,17,27,20,,,,,,,,,,,,,,
Malawi,19 September 2020,Chitipa,0,64,0,3,0,61,6,58,21,,,,,,,,,,,,,,
Malawi,19 September 2020,Dedza,0,50,0,0,0,29,26,24,28,,,,,,,,,,,,,,
Malawi,19 September 2020,Dowa,3,80,0,3,0,66,38,42,0,,,,,,,,,,,,,,
Malawi,19 September 2020,Karonga,0,82,0,4,0,70,13,69,21,,,,,,,,,,,,,,
Malawi,19 September 2020,Kasungu,0,49,0,1,0,38,14,35,12,,,,,,,,,,,,,,
Malawi,19 September 2020,Likoma,0,4,0,2,0,2,0,4,29,,,,,,,,,,,,,,
Malawi,19 September 2020,Lilongwe,0,1333,0,49,7,602,110,1223,1,,,,,,,,,,,,,,
Malawi,19 September 2020,Machinga,0,72,0,0,0,65,62,10,17,,,,,,,,,,,,,,
Malawi,19 September 2020,Mangochi,0,146,0,1,1,145,111,35,14,,,,,,,,,,,,,,
Malawi,19 September 2020,Mchinji,0,65,0,5,0,41,5,60,10,,,,,,,,,,,,,,
Malawi,19 September 2020,Mulanje,0,43,0,1,0,39,12,31,6,,,,,,,,,,,,,,
Malawi,19 September 2020,Mwanza,0,28,0,1,0,26,11,17,30,,,,,,,,,,,,,,
Malawi,19 September 2020,Mwanza PoE,0,204,0,0,0,204,204,0,31,,,,,,,,,,,,,,
Malawi,19 September 2020,Mzimba North,0,553,0,13,14,359,17,536,6,,,,,,,,,,,,,,
Malawi,19 September 2020,Mzimba South,0,153,0,2,2,143,34,119,4,,,,,,,,,,,,,,
Malawi,19 September 2020,Neno,0,59,0,0,0,58,4,55,15,,,,,,,,,,,,,,
Malawi,19 September 2020,Nkhata Bay,0,192,0,2,0,190,33,159,27,,,,,,,,,,,,,,
Malawi,19 September 2020,Nkhotakota,0,84,0,1,0,80,31,53,3,,,,,,,,,,,,,,
Malawi,19 September 2020,Nsanje,0,37,0,1,0,29,25,12,4,,,,,,,,,,,,,,
Malawi,19 September 2020,Ntcheu,0,45,0,1,0,42,30,15,7,,,,,,,,,,,,,,
Malawi,19 September 2020,Ntchisi,0,4,0,0,0,3,0,4,29,,,,,,,,,,,,,,
Malawi,19 September 2020,Phalombe,0,11,0,1,0,8,4,7,17,,,,,,,,,,,,,,
Malawi,19 September 2020,Rumphi,0,36,0,3,0,31,8,28,6,,,,,,,,,,,,,,
Malawi,19 September 2020,Salima,0,47,0,0,0,47,24,23,18,,,,,,,,,,,,,,
Malawi,19 September 2020,Thyolo,0,66,0,1,0,65,33,33,13,,,,,,,,,,,,,,
Malawi,19 September 2020,Zomba,0,153,0,6,0,112,33,120,7,,,,,,,,,,,,,,
Malawi,20 September 2020,Balaka,0,49,0,1,2,44,39,10,21,,,,,,,,,,,,,,
Malawi,20 September 2020,Blantyre,2,1921,0,76,8,1357,176,1745,0,,,,,,,,,,,,,,
Malawi,20 September 2020,Chikwawa,0,46,0,0,0,42,26,20,9,,,,,,,,,,,,,,
Malawi,20 September 2020,Chiradzulu,0,47,0,1,0,38,17,30,0,,,,,,,,,,,,,,
Malawi,20 September 2020,Chitipa,0,64,0,3,0,61,6,58,23,,,,,,,,,,,,,,
Malawi,20 September 2020,Dedza,0,50,0,0,0,29,26,24,30,,,,,,,,,,,,,,
Malawi,20 September 2020,Dowa,0,80,0,3,0,69,38,42,2,,,,,,,,,,,,,,
Malawi,20 September 2020,Karonga,0,82,0,4,0,70,13,69,23,,,,,,,,,,,,,,
Malawi,20 September 2020,Kasungu,0,49,0,1,0,38,14,35,14,,,,,,,,,,,,,,
Malawi,20 September 2020,Likoma,0,4,0,2,0,2,0,4,31,,,,,,,,,,,,,,
Malawi,20 September 2020,Lilongwe,5,1338,0,49,0,602,110,1228,0,,,,,,,,,,,,,,
Malawi,20 September 2020,Machinga,1,73,0,0,0,65,62,11,0,,,,,,,,,,,,,,
Malawi,20 September 2020,Mangochi,0,146,0,1,0,145,111,35,16,,,,,,,,,,,,,,
Malawi,20 September 2020,Mchinji,0,65,0,5,0,41,5,60,12,,,,,,,,,,,,,,
Malawi,20 September 2020,Mulanje,0,43,0,1,0,40,12,31,8,,,,,,,,,,,,,,
Malawi,20 September 2020,Mwanza,0,28,0,1,0,26,11,17,32,,,,,,,,,,,,,,
Malawi,20 September 2020,Mwanza PoE,0,204,0,0,0,204,204,0,33,,,,,,,,,,,,,,
Malawi,20 September 2020,Mzimba ,0,153,0,2,0,143,34,119,6,,,,,,,,,,,,,,
Malawi,20 September 2020,Mzuzu,0,553,0,13,0,359,17,536,8,,,,,,,,,,,,,,
Malawi,20 September 2020,Neno,0,59,0,0,0,58,4,55,17,,,,,,,,,,,,,,
Malawi,20 September 2020,Nkhata Bay,0,192,0,2,0,190,33,159,29,,,,,,,,,,,,,,
Malawi,20 September 2020,Nkhotakota,0,84,0,1,0,80,31,53,5,,,,,,,,,,,,,,
Malawi,20 September 2020,Nsanje,0,37,0,1,0,29,25,12,6,,,,,,,,,,,,,,
Malawi,20 September 2020,Ntcheu,0,45,0,1,0,42,30,15,9,,,,,,,,,,,,,,
Malawi,20 September 2020,Ntchisi,0,4,0,0,0,3,0,4,31,,,,,,,,,,,,,,
Malawi,20 September 2020,Phalombe,0,11,0,1,0,8,4,7,19,,,,,,,,,,,,,,
Malawi,20 September 2020,Rumphi,0,36,0,3,0,31,8,28,8,,,,,,,,,,,,,,
Malawi,20 September 2020,Salima,0,47,0,0,0,47,24,23,20,,,,,,,,,,,,,,
Malawi,20 September 2020,Thyolo,0,66,0,1,0,65,33,33,15,,,,,,,,,,,,,,
Malawi,20 September 2020,Zomba,2,155,0,6,0,112,33,122,0,,,,,,,,,,,,,,
Malawi,21 September 2020,Balaka,0,49,0,1,0,44,39,10,22,,,,,,,,,,,,,,
Malawi,21 September 2020,Blantyre,2,1923,0,76,0,1357,176,1747,0,,,,,,,,,,,,,,
Malawi,21 September 2020,Chikwawa,0,46,0,0,2,44,26,20,10,,,,,,,,,,,,,,
Malawi,21 September 2020,Chiradzulu,0,47,0,1,0,38,17,30,1,,,,,,,,,,,,,,
Malawi,21 September 2020,Chitipa,0,64,0,3,0,61,6,58,24,,,,,,,,,,,,,,
Malawi,21 September 2020,Dedza,0,50,0,0,0,29,26,24,31,,,,,,,,,,,,,,
Malawi,21 September 2020,Dowa,0,80,0,3,0,69,38,42,3,,,,,,,,,,,,,,
Malawi,21 September 2020,Karonga,0,82,0,4,0,70,13,69,24,,,,,,,,,,,,,,
Malawi,21 September 2020,Kasungu,0,49,0,1,0,38,14,35,15,,,,,,,,,,,,,,
Malawi,21 September 2020,Likoma,0,4,0,2,0,2,0,4,32,,,,,,,,,,,,,,
Malawi,21 September 2020,Lilongwe,0,1338,0,49,0,602,110,1228,1,,,,,,,,,,,,,,
Malawi,21 September 2020,Machinga,0,73,0,0,0,65,62,11,1,,,,,,,,,,,,,,
Malawi,21 September 2020,Mangochi,0,146,0,1,0,145,111,35,17,,,,,,,,,,,,,,
Malawi,21 September 2020,Mchinji,0,65,0,5,0,41,5,60,13,,,,,,,,,,,,,,
Malawi,21 September 2020,Mulanje,0,43,0,1,0,40,12,31,9,,,,,,,,,,,,,,
Malawi,21 September 2020,Mwanza,0,28,0,1,0,26,11,17,33,,,,,,,,,,,,,,
Malawi,21 September 2020,Mwanza PoE,0,204,0,0,0,204,204,0,34,,,,,,,,,,,,,,
Malawi,21 September 2020,Mzimba ,0,153,0,2,0,143,34,119,7,,,,,,,,,,,,,,
Malawi,21 September 2020,Mzuzu,0,553,0,13,15,374,17,536,9,,,,,,,,,,,,,,
Malawi,21 September 2020,Neno,0,59,0,0,0,58,4,55,18,,,,,,,,,,,,,,
Malawi,21 September 2020,Nkhata Bay,0,192,0,2,0,190,33,159,30,,,,,,,,,,,,,,
Malawi,21 September 2020,Nkhotakota,0,84,0,1,0,80,31,53,6,,,,,,,,,,,,,,
Malawi,21 September 2020,Nsanje,0,37,0,1,0,29,25,12,7,,,,,,,,,,,,,,
Malawi,21 September 2020,Ntcheu,0,45,0,1,0,42,30,15,10,,,,,,,,,,,,,,
Malawi,21 September 2020,Ntchisi,0,4,0,0,0,3,0,4,32,,,,,,,,,,,,,,
Malawi,21 September 2020,Phalombe,0,11,0,1,0,8,4,7,20,,,,,,,,,,,,,,
Malawi,21 September 2020,Rumphi,0,36,0,3,0,31,8,28,9,,,,,,,,,,,,,,
Malawi,21 September 2020,Salima,0,47,0,0,0,47,24,23,21,,,,,,,,,,,,,,
Malawi,21 September 2020,Thyolo,0,66,0,1,0,65,33,33,16,,,,,,,,,,,,,,
Malawi,21 September 2020,Zomba,0,155,0,6,0,112,33,122,1,,,,,,,,,,,,,,
Malawi,22 September 2020,Balaka,0,49,0,1,0,44,39,10,22,,,,,,,,,,,,,,
Malawi,22 September 2020,Blantyre,2,1925,0,76,4,1357,176,1749,0,,,,,,,,,,,,,,
Malawi,22 September 2020,Chikwawa,0,46,0,0,0,44,26,20,10,,,,,,,,,,,,,,
Malawi,22 September 2020,Chiradzulu,0,47,0,1,0,38,17,30,1,,,,,,,,,,,,,,
Malawi,22 September 2020,Chitipa,0,64,0,3,0,61,6,58,24,,,,,,,,,,,,,,
Malawi,22 September 2020,Dedza,0,50,0,0,0,29,26,24,31,,,,,,,,,,,,,,
Malawi,22 September 2020,Dowa,0,80,0,3,0,69,38,42,3,,,,,,,,,,,,,,
Malawi,22 September 2020,Karonga,0,82,0,4,5,75,13,69,24,,,,,,,,,,,,,,
Malawi,22 September 2020,Kasungu,0,49,0,1,0,38,14,35,15,,,,,,,,,,,,,,
Malawi,22 September 2020,Likoma,0,4,0,2,0,2,0,4,32,,,,,,,,,,,,,,
Malawi,22 September 2020,Lilongwe,0,1338,0,49,3,605,110,1228,1,,,,,,,,,,,,,,
Malawi,22 September 2020,Machinga,0,73,0,0,0,65,62,11,1,,,,,,,,,,,,,,
Malawi,22 September 2020,Mangochi,0,146,0,1,0,145,111,35,17,,,,,,,,,,,,,,
Malawi,22 September 2020,Mchinji,0,65,0,5,0,41,5,60,13,,,,,,,,,,,,,,
Malawi,22 September 2020,Mulanje,0,43,0,1,0,40,12,31,9,,,,,,,,,,,,,,
Malawi,22 September 2020,Mwanza,0,28,0,1,0,26,11,17,33,,,,,,,,,,,,,,
Malawi,22 September 2020,Mwanza PoE,0,204,0,0,0,204,204,0,34,,,,,,,,,,,,,,
Malawi,22 September 2020,Mzimba ,0,153,0,2,0,143,34,119,7,,,,,,,,,,,,,,
Malawi,22 September 2020,Mzuzu,2,555,0,13,0,374,17,538,0,,,,,,,,,,,,,,
Malawi,22 September 2020,Neno,0,59,0,0,0,58,4,55,18,,,,,,,,,,,,,,
Malawi,22 September 2020,Nkhata Bay,2,194,0,2,0,190,33,161,0,,,,,,,,,,,,,,
Malawi,22 September 2020,Nkhotakota,0,84,0,1,0,80,31,53,6,,,,,,,,,,,,,,
Malawi,22 September 2020,Nsanje,0,37,0,1,0,29,25,12,7,,,,,,,,,,,,,,
Malawi,22 September 2020,Ntcheu,0,45,0,1,0,42,30,15,10,,,,,,,,,,,,,,
Malawi,22 September 2020,Ntchisi,0,4,0,0,0,3,0,4,32,,,,,,,,,,,,,,
Malawi,22 September 2020,Phalombe,0,11,0,1,0,8,4,7,20,,,,,,,,,,,,,,
Malawi,22 September 2020,Rumphi,0,36,0,3,0,31,8,28,9,,,,,,,,,,,,,,
Malawi,22 September 2020,Salima,0,47,0,0,0,47,24,23,21,,,,,,,,,,,,,,
Malawi,22 September 2020,Thyolo,0,66,0,1,0,65,33,33,16,,,,,,,,,,,,,,
Malawi,22 September 2020,Zomba,0,155,0,6,0,112,33,122,1,,,,,,,,,,,,,,
Malawi,23 September 2020,Balaka,0,49,0,1,1,45,39,10,23,,,,,,,,,,,,,,
Malawi,23 September 2020,Blantyre,6,1931,0,76,0,1357,176,1755,0,,,,,,,,,,,,,,
Malawi,23 September 2020,Chikwawa,0,46,0,0,0,44,26,20,11,,,,,,,,,,,,,,
Malawi,23 September 2020,Chiradzulu,0,47,0,1,0,38,17,30,2,,,,,,,,,,,,,,
Malawi,23 September 2020,Chitipa,0,64,0,3,0,61,6,58,25,,,,,,,,,,,,,,
Malawi,23 September 2020,Dedza,0,50,0,0,0,29,26,24,32,,,,,,,,,,,,,,
Malawi,23 September 2020,Dowa,0,80,0,3,0,69,38,42,4,,,,,,,,,,,,,,
Malawi,23 September 2020,Karonga,0,82,0,4,0,75,13,69,25,,,,,,,,,,,,,,
Malawi,23 September 2020,Kasungu,0,49,0,1,0,38,14,35,16,,,,,,,,,,,,,,
Malawi,23 September 2020,Likoma,0,4,0,2,0,2,0,4,33,,,,,,,,,,,,,,
Malawi,23 September 2020,Lilongwe,1,1339,0,49,1,606,110,1229,0,,,,,,,,,,,,,,
Malawi,23 September 2020,Machinga,0,73,0,0,2,67,62,11,2,,,,,,,,,,,,,,
Malawi,23 September 2020,Mangochi,0,146,0,1,0,145,111,35,18,,,,,,,,,,,,,,
Malawi,23 September 2020,Mchinji,0,65,0,5,0,41,5,60,14,,,,,,,,,,,,,,
Malawi,23 September 2020,Mulanje,0,43,0,1,1,41,12,31,10,,,,,,,,,,,,,,
Malawi,23 September 2020,Mwanza,0,28,0,1,0,26,11,17,34,,,,,,,,,,,,,,
Malawi,23 September 2020,Mwanza PoE,0,204,0,0,0,204,204,0,35,,,,,,,,,,,,,,
Malawi,23 September 2020,Mzimba ,0,153,0,2,0,143,34,119,8,,,,,,,,,,,,,,
Malawi,23 September 2020,Mzuzu,0,555,0,13,48,422,17,538,1,,,,,,,,,,,,,,
Malawi,23 September 2020,Neno,0,59,0,0,0,58,4,55,19,,,,,,,,,,,,,,
Malawi,23 September 2020,Nkhata Bay,0,194,0,2,0,190,33,161,1,,,,,,,,,,,,,,
Malawi,23 September 2020,Nkhotakota,0,84,0,1,0,80,31,53,7,,,,,,,,,,,,,,
Malawi,23 September 2020,Nsanje,0,37,0,1,1,30,25,12,8,,,,,,,,,,,,,,
Malawi,23 September 2020,Ntcheu,0,45,0,1,2,44,30,15,11,,,,,,,,,,,,,,
Malawi,23 September 2020,Ntchisi,0,4,0,0,0,3,0,4,33,,,,,,,,,,,,,,
Malawi,23 September 2020,Phalombe,0,11,0,1,0,8,4,7,21,,,,,,,,,,,,,,
Malawi,23 September 2020,Rumphi,0,36,0,3,0,31,8,28,10,,,,,,,,,,,,,,
Malawi,23 September 2020,Salima,0,47,0,0,0,47,24,23,22,,,,,,,,,,,,,,
Malawi,23 September 2020,Thyolo,0,66,0,1,0,65,33,33,17,,,,,,,,,,,,,,
Malawi,23 September 2020,Zomba,0,155,0,6,19,131,33,122,2,,,,,,,,,,,,,,
Malawi,24 September 2020,Balaka,0,49,0,1,0,45,39,10,24,,,,,,,,,,,,,,
Malawi,24 September 2020,Blantyre,0,1931,0,76,12,1369,176,1755,1,,,,,,,,,,,,,,
Malawi,24 September 2020,Chikwawa,0,46,0,0,0,44,26,20,12,,,,,,,,,,,,,,
Malawi,24 September 2020,Chiradzulu,0,47,0,1,0,38,17,30,3,,,,,,,,,,,,,,
Malawi,24 September 2020,Chitipa,0,64,0,3,0,61,6,58,26,,,,,,,,,,,,,,
Malawi,24 September 2020,Dedza,0,50,0,0,0,29,26,24,33,,,,,,,,,,,,,,
Malawi,24 September 2020,Dowa,0,80,0,3,0,69,38,42,5,,,,,,,,,,,,,,
Malawi,24 September 2020,Karonga,0,82,0,4,,75,13,69,26,,,,,,,,,,,,,,
Malawi,24 September 2020,Kasungu,0,49,0,1,0,38,14,35,17,,,,,,,,,,,,,,
Malawi,24 September 2020,Likoma,0,4,0,2,0,2,0,4,34,,,,,,,,,,,,,,
Malawi,24 September 2020,Lilongwe,0,1339,0,49,2,608,110,1229,1,,,,,,,,,,,,,,
Malawi,24 September 2020,Machinga,0,73,0,0,,67,62,11,3,,,,,,,,,,,,,,
Malawi,24 September 2020,Mangochi,0,146,0,1,0,145,111,35,19,,,,,,,,,,,,,,
Malawi,24 September 2020,Mchinji,0,65,0,5,0,41,5,60,15,,,,,,,,,,,,,,
Malawi,24 September 2020,Mulanje,0,43,0,1,0,41,12,31,11,,,,,,,,,,,,,,
Malawi,24 September 2020,Mwanza,0,28,0,1,,26,11,17,35,,,,,,,,,,,,,,
Malawi,24 September 2020,Mwanza PoE,0,204,0,0,,204,204,0,36,,,,,,,,,,,,,,
Malawi,24 September 2020,Mzimba,0,153,0,2,0,143,34,119,9,,,,,,,,,,,,,,
Malawi,24 September 2020,Mzuzu,1,556,0,13,5,427,17,539,0,,,,,,,,,,,,,,
Malawi,24 September 2020,Neno,0,59,0,0,0,58,4,55,20,,,,,,,,,,,,,,
Malawi,24 September 2020,Nkhata Bay,0,194,0,2,0,190,33,161,2,,,,,,,,,,,,,,
Malawi,24 September 2020,Nkhotakota,0,84,0,1,0,80,31,53,8,,,,,,,,,,,,,,
Malawi,24 September 2020,Nsanje,0,37,0,1,0,30,25,12,9,,,,,,,,,,,,,,
Malawi,24 September 2020,Ntcheu,0,45,0,1,0,44,30,15,12,,,,,,,,,,,,,,
Malawi,24 September 2020,Ntchisi,0,4,0,0,0,3,0,4,34,,,,,,,,,,,,,,
Malawi,24 September 2020,Phalombe,0,11,0,1,0,8,4,7,22,,,,,,,,,,,,,,
Malawi,24 September 2020,Rumphi,0,36,0,3,0,31,8,28,11,,,,,,,,,,,,,,
Malawi,24 September 2020,Salima,0,47,0,0,0,47,24,23,23,,,,,,,,,,,,,,
Malawi,24 September 2020,Thyolo,0,66,0,1,0,65,33,33,18,,,,,,,,,,,,,,
Malawi,24 September 2020,Zomba,0,155,0,6,4,135,33,122,3,,,,,,,,,,,,,,
Malawi,25 September 2020,Balaka,0,49,0,1,0,45,39,10,25,,,,,,,,,,,,,,
Malawi,25 September 2020,Blantyre,7,1938,0,76,15,1384,176,1762,0,,,,,,,,,,,,,,
Malawi,25 September 2020,Chikwawa,0,46,0,0,0,44,26,20,13,,,,,,,,,,,,,,
Malawi,25 September 2020,Chiradzulu,0,47,0,1,0,38,17,30,4,,,,,,,,,,,,,,
Malawi,25 September 2020,Chitipa,0,64,0,3,0,61,6,58,27,,,,,,,,,,,,,,
Malawi,25 September 2020,Dedza,0,50,0,0,0,29,26,24,34,,,,,,,,,,,,,,
Malawi,25 September 2020,Dowa,1,81,0,3,0,69,39,42,0,,,,,,,,,,,,,,
Malawi,25 September 2020,Karonga,0,82,0,4,0,75,13,69,27,,,,,,,,,,,,,,
Malawi,25 September 2020,Kasungu,0,49,0,1,0,38,14,35,18,,,,,,,,,,,,,,
Malawi,25 September 2020,Likoma,0,4,0,2,0,2,0,4,35,,,,,,,,,,,,,,
Malawi,25 September 2020,Lilongwe,9,1348,0,49,0,608,110,1238,0,,,,,,,,,,,,,,
Malawi,25 September 2020,Machinga,0,73,0,0,0,67,62,11,4,,,,,,,,,,,,,,
Malawi,25 September 2020,Mangochi,0,146,0,1,0,145,111,35,20,,,,,,,,,,,,,,
Malawi,25 September 2020,Mchinji,0,65,0,5,0,41,5,60,16,,,,,,,,,,,,,,
Malawi,25 September 2020,Mulanje,0,43,0,1,0,41,12,31,12,,,,,,,,,,,,,,
Malawi,25 September 2020,Mwanza,0,28,0,1,0,26,11,17,36,,,,,,,,,,,,,,
Malawi,25 September 2020,Mwanza PoE,0,204,0,0,0,204,204,0,37,,,,,,,,,,,,,,
Malawi,25 September 2020,Mzimba ,0,153,0,2,0,143,34,119,10,,,,,,,,,,,,,,
Malawi,25 September 2020,Mzuzu,0,556,0,13,0,427,17,539,1,,,,,,,,,,,,,,
Malawi,25 September 2020,Neno,0,59,0,0,0,58,4,55,21,,,,,,,,,,,,,,
Malawi,25 September 2020,Nkhata Bay,0,194,0,2,0,190,33,161,3,,,,,,,,,,,,,,
Malawi,25 September 2020,Nkhotakota,0,84,0,1,0,80,31,53,9,,,,,,,,,,,,,,
Malawi,25 September 2020,Nsanje,0,37,0,1,0,30,25,12,10,,,,,,,,,,,,,,
Malawi,25 September 2020,Ntcheu,0,45,0,1,0,44,30,15,13,,,,,,,,,,,,,,
Malawi,25 September 2020,Ntchisi,0,4,0,0,0,3,0,4,35,,,,,,,,,,,,,,
Malawi,25 September 2020,Phalombe,0,11,0,1,0,8,4,7,23,,,,,,,,,,,,,,
Malawi,25 September 2020,Rumphi,0,36,0,3,0,31,8,28,12,,,,,,,,,,,,,,
Malawi,25 September 2020,Salima,0,47,0,0,0,47,24,23,24,,,,,,,,,,,,,,
Malawi,25 September 2020,Thyolo,0,66,0,1,0,65,33,33,19,,,,,,,,,,,,,,
Malawi,25 September 2020,Zomba,0,155,0,6,0,135,33,122,4,,,,,,,,,,,,,,
Malawi,26 September 2020,Balaka,0,49,0,1,0,45,39,10,26,,,,,,,,,,,,,,
Malawi,26 September 2020,Blantyre,1,1939,0,76,0,1384,176,1763,0,,,,,,,,,,,,,,
Malawi,26 September 2020,Chikwawa,0,46,0,0,0,44,26,20,14,,,,,,,,,,,,,,
Malawi,26 September 2020,Chiradzulu,0,47,0,1,4,41,17,30,5,,,,,,,,,,,,,,
Malawi,26 September 2020,Chitipa,0,64,0,3,0,61,6,58,28,,,,,,,,,,,,,,
Malawi,26 September 2020,Dedza,0,50,0,0,0,29,26,24,35,,,,,,,,,,,,,,
Malawi,26 September 2020,Dowa,0,81,0,3,3,72,39,42,1,,,,,,,,,,,,,,
Malawi,26 September 2020,Karonga,0,82,0,4,0,75,13,69,28,,,,,,,,,,,,,,
Malawi,26 September 2020,Kasungu,0,49,0,1,0,38,14,35,19,,,,,,,,,,,,,,
Malawi,26 September 2020,Likoma,0,4,0,2,0,2,0,4,36,,,,,,,,,,,,,,
Malawi,26 September 2020,Lilongwe,1,1349,0,49,0,608,110,1239,0,,,,,,,,,,,,,,
Malawi,26 September 2020,Machinga,0,73,0,0,0,67,62,11,5,,,,,,,,,,,,,,
Malawi,26 September 2020,Mangochi,0,146,0,1,0,145,111,35,21,,,,,,,,,,,,,,
Malawi,26 September 2020,Mchinji,0,65,0,5,0,41,5,60,17,,,,,,,,,,,,,,
Malawi,26 September 2020,Mulanje,0,43,0,1,0,41,12,31,13,,,,,,,,,,,,,,
Malawi,26 September 2020,Mwanza,0,28,0,1,0,26,11,17,37,,,,,,,,,,,,,,
Malawi,26 September 2020,Mwanza PoE,0,204,0,0,0,204,204,0,38,,,,,,,,,,,,,,
Malawi,26 September 2020,Mzimba ,0,153,0,2,0,143,34,119,11,,,,,,,,,,,,,,
Malawi,26 September 2020,Mzuzu,0,556,0,13,0,427,17,539,2,,,,,,,,,,,,,,
Malawi,26 September 2020,Neno,0,59,0,0,0,58,4,55,22,,,,,,,,,,,,,,
Malawi,26 September 2020,Nkhata Bay,0,194,0,2,0,190,33,161,4,,,,,,,,,,,,,,
Malawi,26 September 2020,Nkhotakota,0,84,0,1,0,80,31,53,10,,,,,,,,,,,,,,
Malawi,26 September 2020,Nsanje,0,37,0,1,0,30,25,12,11,,,,,,,,,,,,,,
Malawi,26 September 2020,Ntcheu,0,45,0,1,0,44,30,15,14,,,,,,,,,,,,,,
Malawi,26 September 2020,Ntchisi,0,4,0,0,0,3,0,4,36,,,,,,,,,,,,,,
Malawi,26 September 2020,Phalombe,0,11,0,1,0,8,4,7,24,,,,,,,,,,,,,,
Malawi,26 September 2020,Rumphi,0,36,0,3,0,31,8,28,13,,,,,,,,,,,,,,
Malawi,26 September 2020,Salima,0,47,0,0,0,47,24,23,25,,,,,,,,,,,,,,
Malawi,26 September 2020,Thyolo,0,66,0,1,0,65,33,33,20,,,,,,,,,,,,,,
Malawi,26 September 2020,Zomba,0,155,0,6,0,135,33,122,5,,,,,,,,,,,,,,
Malawi,27 September 2020,Balaka,0,49,0,1,0,45,39,10,27,,,,,,,,,,,,,,
Malawi,27 September 2020,Blantyre,2,1941,0,76,5,1389,178,1763,0,,,,,,,,,,,,,,
Malawi,27 September 2020,Chikwawa,0,46,0,0,0,44,26,20,15,,,,,,,,,,,,,,
Malawi,27 September 2020,Chiradzulu,0,47,0,1,0,42,17,30,6,,,,,,,,,,,,,,
Malawi,27 September 2020,Chitipa,0,64,0,3,0,61,6,58,29,,,,,,,,,,,,,,
Malawi,27 September 2020,Dedza,0,50,0,0,0,29,26,24,36,,,,,,,,,,,,,,
Malawi,27 September 2020,Dowa,0,81,0,3,0,72,39,42,2,,,,,,,,,,,,,,
Malawi,27 September 2020,Karonga,0,82,0,4,0,75,13,69,29,,,,,,,,,,,,,,
Malawi,27 September 2020,Kasungu,0,49,0,1,0,38,14,35,20,,,,,,,,,,,,,,
Malawi,27 September 2020,Likoma,0,4,0,2,0,2,0,4,37,,,,,,,,,,,,,,
Malawi,27 September 2020,Lilongwe,0,1349,0,49,0,608,110,1239,1,,,,,,,,,,,,,,
Malawi,27 September 2020,Machinga,0,73,0,0,0,67,62,11,6,,,,,,,,,,,,,,
Malawi,27 September 2020,Mangochi,0,146,0,1,0,145,111,35,22,,,,,,,,,,,,,,
Malawi,27 September 2020,Mchinji,0,65,0,5,0,41,5,60,18,,,,,,,,,,,,,,
Malawi,27 September 2020,Mulanje,0,43,0,1,0,41,12,31,14,,,,,,,,,,,,,,
Malawi,27 September 2020,Mwanza,0,28,0,1,0,26,11,17,38,,,,,,,,,,,,,,
Malawi,27 September 2020,Mwanza PoE,0,204,0,0,0,204,204,0,39,,,,,,,,,,,,,,
Malawi,27 September 2020,Mzimba North,0,556,0,13,16,443,17,539,3,,,,,,,,,,,,,,
Malawi,27 September 2020,Mzimba South,0,153,0,2,0,143,34,119,12,,,,,,,,,,,,,,
